22.27	17.58	-47.46	133.47	13.12	-250.01	0.35	1.03	-0.19	1.00	
12.89	18.75	-45.70	90.40	15.90	-208.07	0.62	0.18	0.12	1.00	
8.79	22.85	-47.46	43.47	-14.85	-77.46	0.33	0.66	-0.13	1.00	
5.86	25.78	-49.22	63.93	62.14	-124.76	0.63	1.10	-0.03	1.00	
3.52	28.71	-49.80	20.42	63.31	-219.53	0.62	1.35	0.19	1.00	
2.93	30.47	-50.39	-15.25	-77.32	13.71	0.72	1.42	0.13	1.00	
4.69	25.78	-49.22	-63.45	31.69	250.00	0.78	1.11	0.15	1.00	
24.02	15.82	-41.60	-76.15	173.14	250.00	0.93	0.93	-0.15	1.00	
45.12	24.02	-42.19	-164.42	89.00	250.00	0.53	0.68	0.01	1.00	
48.63	31.64	-46.29	-168.60	107.97	173.16	0.32	-0.36	0.05	1.00	
46.88	32.23	-49.22	-46.93	117.74	141.29	0.16	-0.84	-0.24	1.00	
45.70	28.71	-48.05	43.80	10.50	-199.35	0.10	-1.27	-0.12	1.00	
36.33	19.34	-42.77	158.11	-48.88	-250.01	0.48	-0.48	0.34	1.00	
23.44	14.06	-39.26	30.60	56.96	-187.14	1.04	-0.00	0.33	1.00	
16.99	15.82	-41.02	5.90	-53.43	-114.41	0.87	0.12	0.13	1.00	
14.65	17.58	-43.95	-40.72	-82.65	-11.02	1.05	0.22	0.15	1.00	
16.99	18.16	-46.29	-32.08	-48.93	38.25	0.96	-0.28	0.04	1.00	
22.27	17.58	-45.12	8.15	77.58	179.94	1.72	-0.16	0.15	1.00	
35.74	19.34	-42.19	-64.96	129.14	250.00	0.96	0.06	0.13	1.00	
46.29	23.44	-38.67	-70.02	133.18	241.84	0.56	-0.23	0.04	1.00	
50.39	31.05	-41.60	-80.08	-4.27	152.28	-0.08	-0.48	0.04	1.00	
49.80	32.23	-43.36	-43.15	-35.03	-57.95	-0.66	-1.03	0.09	1.00	
40.43	22.27	-45.12	38.69	-144.52	-250.01	1.19	-1.20	0.40	1.00	
27.54	18.75	-47.46	129.96	-43.43	-250.01	0.59	0.57	-0.48	1.00	
17.58	15.82	-43.95	120.91	111.19	-250.01	0.43	0.46	0.16	1.00	
9.38	19.34	-41.02	62.31	63.88	-144.19	0.91	0.42	0.21	1.00	
15.23	15.82	-41.02	-150.79	-36.48	250.00	2.00	0.69	0.83	1.00	
30.47	22.85	-53.32	-128.11	-250.01	250.00	1.42	0.07	0.26	1.00	
29.30	43.95	-62.70	-107.30	-250.01	219.12	0.63	-0.14	-0.35	1.00	
21.09	59.18	-55.08	-74.43	-250.01	199.63	-0.05	0.04	-0.19	1.00	
14.06	63.87	-45.70	-31.58	-119.62	122.81	-0.88	0.07	-0.44	1.00	
12.30	60.94	-51.56	74.34	250.00	60.36	-0.77	-0.59	-1.18	1.00	
21.68	49.22	-60.35	239.32	250.00	-225.35	-1.27	0.09	-1.24	1.00	
35.16	23.44	-50.98	250.00	250.00	-208.96	0.91	-0.32	0.84	1.00	
33.40	14.65	-32.23	250.00	250.00	-93.39	0.37	-0.02	0.52	1.00	
31.05	15.82	-25.78	48.89	-21.13	-28.69	0.14	-0.09	0.55	1.00	
26.95	13.48	-30.47	-17.87	-205.40	-36.87	1.69	-0.29	1.52	1.00	
25.20	13.48	-36.91	7.85	50.96	113.70	1.64	-0.29	1.49	1.00	
35.74	18.16	-38.09	-199.80	173.36	250.00	0.69	0.98	-0.50	1.00	
24.61	16.99	-44.53	189.44	-250.01	-250.01	1.89	1.19	0.97	1.00	
27.54	16.41	-42.77	-185.44	35.29	250.00	1.47	0.07	0.47	1.00	
31.05	16.99	-37.50	125.19	-118.35	-201.98	-2.00	1.80	-1.17	1.00	
24.61	15.23	-41.02	-1.51	157.99	44.47	2.00	-2.00	2.00	1.00	
36.91	18.16	-35.16	10.99	131.53	100.65	-2.00	1.83	-1.11	1.00	
27.54	14.65	-37.50	9.58	166.64	38.54	2.00	-2.00	2.00	1.00	
36.91	18.16	-35.16	44.65	43.59	-15.76	-2.00	1.94	-0.63	1.00	
28.71	15.23	-38.09	15.59	73.05	-7.59	2.00	-2.00	1.87	1.00	
38.67	18.75	-33.40	-6.20	135.18	79.73	-2.00	1.84	0.68	1.00	
28.12	15.82	-36.33	107.26	176.17	-135.33	2.00	-1.23	-1.60	1.00	
28.71	15.82	-35.74	250.00	-97.09	62.24	-0.33	0.91	1.67	1.00	
26.37	16.41	-39.26	-250.01	-76.54	-94.47	1.13	0.27	2.00	1.00	
26.95	15.82	-45.12	241.48	-181.52	33.03	0.90	0.68	-2.00	1.00	
23.44	15.23	-45.70	-54.62	24.55	34.12	-0.35	0.63	2.00	1.00	
25.20	16.99	-46.88	-159.33	93.77	20.24	1.33	1.83	-2.00	1.00	
25.20	18.16	-47.46	250.00	-62.75	87.54	0.25	1.23	2.00	1.00	
24.61	18.16	-48.05	-250.01	82.35	101.31	2.00	2.00	-2.00	1.00	
28.71	16.41	-42.19	250.00	-33.22	117.95	1.82	1.13	2.00	1.00	
40.43	21.09	-48.05	-250.01	88.72	250.00	2.00	0.90	0.73	1.00	
43.95	32.23	-55.66	-6.32	-149.59	79.34	-2.00	2.00	-1.82	1.00	
35.16	25.78	-56.84	-74.45	-126.89	-250.01	2.00	-0.57	0.83	1.00	
30.47	22.85	-53.91	79.95	68.45	90.37	2.00	-2.00	-0.13	1.00	
42.19	25.78	-50.39	112.65	113.16	210.17	0.40	-0.03	0.06	1.00	
45.12	26.95	-46.29	-41.21	48.84	-5.79	-0.77	0.33	0.60	1.00	
39.26	22.85	-48.05	-89.79	-26.22	-210.97	0.12	0.39	-0.05	1.00	
27.54	18.75	-48.63	-82.82	-56.33	-225.23	1.62	-0.08	-0.39	1.00	
18.75	16.99	-48.05	1.73	48.92	-136.62	1.62	-0.43	0.44	1.00	
15.82	15.82	-43.36	7.26	50.33	-84.08	1.00	-0.00	0.07	1.00	
14.06	16.99	-43.95	-4.10	-33.27	-8.99	1.02	0.05	0.14	1.00	
14.65	19.34	-45.70	-48.33	-92.59	20.96	1.22	0.10	0.10	1.00	
16.99	21.09	-48.63	8.24	-72.47	91.67	0.58	0.01	-0.32	1.00	
18.75	18.75	-47.46	-1.92	17.77	-32.14	1.06	-0.17	0.11	1.00	
18.16	20.51	-48.05	3.19	9.99	11.63	1.05	-0.02	-0.07	1.00	
16.99	18.75	-48.05	0.25	4.43	-7.64	1.00	-0.07	-0.05	1.00	
18.16	19.92	-46.88	1.34	1.23	0.35	0.99	-0.09	-0.05	1.00	
18.16	19.92	-47.46	1.29	0.69	1.75	0.99	-0.07	-0.05	1.00	
17.58	19.34	-47.46	1.33	1.28	0.95	0.99	-0.07	-0.06	1.00	
18.16	19.34	-48.63	1.11	1.34	0.60	0.99	-0.07	-0.06	1.00	
17.58	18.16	-46.88	1.37	1.37	0.16	1.00	-0.07	-0.06	1.00	
17.58	19.92	-47.46	1.18	1.34	0.05	1.00	-0.07	-0.05	1.00	
18.16	19.34	-48.05	1.21	1.24	0.01	1.00	-0.08	-0.05	1.00	
16.41	19.34	-48.05	1.18	0.98	0.08	1.00	-0.07	-0.05	1.00	
17.58	20.51	-47.46	1.15	1.32	0.08	1.00	-0.07	-0.06	1.00	
19.34	19.34	-46.29	1.18	1.11	0.05	0.99	-0.07	-0.06	1.00	
18.16	18.75	-47.46	1.23	1.51	0.10	0.99	-0.07	-0.06	1.00	
16.41	17.58	-48.05	0.96	1.41	0.20	0.99	-0.08	-0.05	1.00	
